year,AREA_LONG_,ward_evpop,EV_Load
2035,25. Don Valley West,35131,92868.03
2035,26. Don Valley West,21599,57096.49
2035,27. Toronto Centre-Rosedale,28931,76478.47
2035,28. Toronto Centre-Rosedale,21644,57215.44
2035,29. Toronto-Danforth,18407,48658.5
2035,30. Toronto-Danforth,20521,54246.82
2035,31. Beaches-East York,18102,47852.24
2035,32. Beaches-East York,23221,61384.21
2035,33. Don Valley East,19056,50374.12
2035,34. Don Valley East,19435,51376
2035,35. Scarborough Southwest,17934,47408.14
2035,36. Scarborough Southwest,19266,50929.25
2035,37. Scarborough Centre,19138,50590.89
2035,38. Scarborough Centre,19522,51605.98
2035,39. Scarborough Agincourt,18685,49393.39
2035,40. Scarborough Agincourt,18846,49818.99
2035,41. Scarborough-Rouge River,21476,56771.34
2035,42. Scarborough-Rouge River,22046,58278.12
2035,43. Scarborough East,17593,46506.71
2035,44. Scarborough East,22960,60694.26
2036,1. Etobicoke North,19583,51767.23
2036,2. Etobicoke North,19915,52644.87
2036,3. Etobicoke Centre,22575,59676.52
2036,4. Etobicoke Centre,24522,64823.37
2036,5. Etobicoke-Lakeshore,27027,71445.29
2036,6. Etobicoke-Lakeshore,22160,58579.48
2036,7. York West,17634,46615.1
2036,8. York West,15957,42181.98
2036,9. York Centre,16591,43857.95
2036,10. York Centre,22767,60184.07
2036,11. York South-Weston,19745,52195.48
2036,12. York South-Weston,17965,47490.09
2036,13. Parkdale-High Park,24169,63890.23
2036,14. Parkdale-High Park,19392,51262.33
2036,15. Eglinton-Lawrence,21053,55653.15
2036,16. Eglinton-Lawrence,33008,87255.93
2036,17. Davenport,19087,50456.07
2036,18. Davenport,17885,47278.61
2036,19. Trinity-Spadina,23167,61241.46
2036,20. Trinity-Spadina,27418,72478.89
2036,21. St. Paul's,24859,65714.23
2036,22. St. Paul's,30340,80203.13
2036,23. Willowdale,28748,75994.71
2036,24. Willowdale,24578,64971.41
2036,25. Don Valley West,37849,100053.01
2036,26. Don Valley West,23271,61516.38
2036,27. Toronto Centre-Rosedale,31169,82394.57
2036,28. Toronto Centre-Rosedale,23319,61643.27
2036,29. Toronto-Danforth,19832,52425.46
2036,30. Toronto-Danforth,22109,58444.66
2036,31. Beaches-East York,19503,51555.76
2036,32. Beaches-East York,25018,66134.54
2036,33. Don Valley East,20531,54273.25
2036,34. Don Valley East,20938,55349.15
2036,35. Scarborough Southwest,19321,51074.64
2036,36. Scarborough Southwest,20757,54870.68
2036,37. Scarborough Centre,20619,54505.88
2036,38. Scarborough Centre,21032,55597.63
2036,39. Scarborough Agincourt,20131,53215.86
2036,40. Scarborough Agincourt,20304,53673.18
2036,41. Scarborough-Rouge River,23138,61164.8
2036,42. Scarborough-Rouge River,23752,62787.9
2036,43. Scarborough East,18954,50104.49
2036,44. Scarborough East,24737,65391.72
2037,1. Etobicoke North,20624,54519.1
2037,2. Etobicoke North,20973,55441.67
2037,3. Etobicoke Centre,23775,62848.7
2037,4. Etobicoke Centre,25825,68267.83
2037,5. Etobicoke-Lakeshore,28463,75241.32
2037,6. Etobicoke-Lakeshore,23337,61690.85
2037,7. York West,18571,49092.03
2037,8. York West,16805,44423.65
2037,9. York Centre,17473,46189.5
2037,10. York Centre,23977,63382.68
2037,11. York South-Weston,20794,54968.49
2037,12. York South-Weston,18920,50014.61
2037,13. Parkdale-High Park,25454,67287.1
2037,14. Parkdale-High Park,20422,53985.11
2037,15. Eglinton-Lawrence,22172,58611.2
2037,16. Eglinton-Lawrence,34762,91892.59
2037,17. Davenport,20102,53139.2
2037,18. Davenport,18835,49789.91
2037,19. Trinity-Spadina,24398,64495.58
2037,20. Trinity-Spadina,28875,76330.43
2037,21. St. Paul's,26180,69206.26
2037,22. St. Paul's,31952,84464.42
2037,23. Willowdale,30275,80031.3
2037,24. Willowdale,25884,68423.79
2037,25. Don Valley West,39861,105371.69
2037,26. Don Valley West,24507,64783.72
2037,27. Toronto Centre-Rosedale,32826,86774.82
2037,28. Toronto Centre-Rosedale,24558,64918.54
2037,29. Toronto-Danforth,20886,55211.69
2037,30. Toronto-Danforth,23284,61550.75
2037,31. Beaches-East York,20539,54294.4
2037,32. Beaches-East York,26348,69650.37
2037,33. Don Valley East,21622,57157.29
2037,34. Don Valley East,22051,58291.34
2037,35. Scarborough Southwest,20348,53789.5
2037,36. Scarborough Southwest,21860,57786.43
2037,37. Scarborough Centre,21715,57403.13
2037,38. Scarborough Centre,22150,58553.04
2037,39. Scarborough Agincourt,21201,56044.38
2037,40. Scarborough Agincourt,21383,56525.5
2037,41. Scarborough-Rouge River,24367,64413.63
2037,42. Scarborough-Rouge River,25014,66123.97
2037,43. Scarborough East,19962,52769.11
2037,44. Scarborough East,26051,68865.25
2038,1. Etobicoke North,21366,56480.56
2038,2. Etobicoke North,21727,57434.85
2038,3. Etobicoke Centre,24630,65108.87
2038,4. Etobicoke Centre,26753,70720.97
2038,5. Etobicoke-Lakeshore,29487,77948.24
2038,6. Etobicoke-Lakeshore,24177,63911.37
2038,7. York West,19238,50855.23
2038,8. York West,17409,46020.31
2038,9. York Centre,18101,47849.6
2038,10. York Centre,24840,65664
2038,11. York South-Weston,21542,56945.81
2038,12. York South-Weston,19601,51814.82
2038,13. Parkdale-High Park,26369,69705.88
2038,14. Parkdale-High Park,21157,55928.07
2038,15. Eglinton-Lawrence,22969,60718.05
2038,16. Eglinton-Lawrence,36012,95196.94
2038,17. Davenport,20825,55050.43
2038,18. Davenport,19513,51582.19
2038,19. Trinity-Spadina,25276,66816.56
2038,20. Trinity-Spadina,29913,79074.37
2038,21. St. Paul's,27121,71693.77
2038,22. St. Paul's,33102,87504.42
2038,23. Willowdale,31364,82910.05
2038,24. Willowdale,26815,70884.87
2038,25. Don Valley West,41294,109159.79
2038,26. Don Valley West,25389,67115.27
2038,27. Toronto Centre-Rosedale,34006,89894.12
2038,28. Toronto Centre-Rosedale,25442,67255.37
2038,29. Toronto-Danforth,21637,57196.94
2038,30. Toronto-Danforth,24121,63763.34
2038,31. Beaches-East York,21278,56247.93
2038,32. Beaches-East York,27295,72153.74
2038,33. Don Valley East,22399,59211.27
2038,34. Don Valley East,22844,60387.62
2038,35. Scarborough Southwest,21080,55724.52
2038,36. Scarborough Southwest,22646,59864.21
2038,37. Scarborough Centre,22496,59467.69
2038,38. Scarborough Centre,22947,60659.9
2038,39. Scarborough Agincourt,21963,58058.71
2038,40. Scarborough Agincourt,22152,58558.33
2038,41. Scarborough-Rouge River,25244,66731.97
2038,42. Scarborough-Rouge River,25914,68503.1
2038,43. Scarborough East,20679,54664.49
2038,44. Scarborough East,26988,71342.19
2039,1. Etobicoke North,21882,57844.59
2039,2. Etobicoke North,22252,58822.68
2039,3. Etobicoke Centre,25225,66681.74
2039,4. Etobicoke Centre,27399,72428.66
2039,5. Etobicoke-Lakeshore,30199,79830.4
2039,6. Etobicoke-Lakeshore,24760,65452.52
2039,7. York West,19703,52084.45
2039,8. York West,17829,47130.57
2039,9. York Centre,18538,49004.8
2039,10. York Centre,25439,67247.44
2039,11. York South-Weston,22062,58320.42
2039,12. York South-Weston,20074,53065.18
2039,13. Parkdale-High Park,27006,71389.77
2039,14. Parkdale-High Park,21667,57276.24
2039,15. Eglinton-Lawrence,23524,62185.18
2039,16. Eglinton-Lawrence,36882,97496.77
2039,17. Davenport,21327,56377.46
2039,18. Davenport,19984,52827.27
2039,19. Trinity-Spadina,25886,68429.08
2039,20. Trinity-Spadina,30635,80982.96
2039,21. St. Paul's,27776,73425.25
2039,22. St. Paul's,33901,89616.56
2039,23. Willowdale,32122,84913.81
2039,24. Willowdale,27462,72595.2
2039,25. Don Valley West,42291,111795.34
2039,26. Don Valley West,26002,68735.72
2039,27. Toronto Centre-Rosedale,34827,92064.42
2039,28. Toronto Centre-Rosedale,26056,68878.47
2039,29. Toronto-Danforth,22159,58576.83
2039,30. Toronto-Danforth,24703,65301.84
2039,31. Beaches-East York,21792,57606.68
2039,32. Beaches-East York,27954,73895.79
2039,33. Don Valley East,22940,60641.39
2039,34. Don Valley East,23396,61846.82
2039,35. Scarborough Southwest,21589,57070.05
2039,36. Scarborough Southwest,23193,61310.19
2039,37. Scarborough Centre,23039,60903.1
2039,38. Scarborough Centre,23501,62124.38
2039,39. Scarborough Agincourt,22494,59462.4
2039,40. Scarborough Agincourt,22687,59972.59
2039,41. Scarborough-Rouge River,25853,68341.84
2039,42. Scarborough-Rouge River,26539,70155.27
2039,43. Scarborough East,21179,55986.23
2039,44. Scarborough East,27640,73065.74
2040,1. Etobicoke North,22235,58777.74
2040,2. Etobicoke North,22612,59774.33
2040,3. Etobicoke Centre,25632,67757.63
2040,4. Etobicoke Centre,27842,73599.72
2040,5. Etobicoke-Lakeshore,30687,81120.42
2040,6. Etobicoke-Lakeshore,25161,66512.56
2040,7. York West,20022,52927.72
2040,8. York West,18118,47894.54
2040,9. York Centre,18838,49797.84
2040,10. York Centre,25851,68336.56
2040,11. York South-Weston,22419,59264.14
2040,12. York South-Weston,20398,53921.67
2040,13. Parkdale-High Park,27443,72544.97
2040,14. Parkdale-High Park,22018,58204.1
2040,15. Eglinton-Lawrence,23904,63189.7
2040,16. Eglinton-Lawrence,37478,99072.28
2040,17. Davenport,21672,57289.46
2040,18. Davenport,20307,53681.11
2040,19. Trinity-Spadina,26305,69536.7
2040,20. Trinity-Spadina,31131,82294.12
2040,21. St. Paul's,28225,74612.17
2040,22. St. Paul's,34449,91065.18
2040,23. Willowdale,32641,86285.77
2040,24. Willowdale,27906,73768.9
2040,25. Don Valley West,42975,113603.48
2040,26. Don Valley West,26422,69845.98
2040,27. Toronto Centre-Rosedale,35391,93555.34
2040,28. Toronto Centre-Rosedale,26477,69991.37
2040,29. Toronto-Danforth,22517,59523.2
2040,30. Toronto-Danforth,25103,66359.23
2040,31. Beaches-East York,22144,58537.18
2040,32. Beaches-East York,28406,75090.64
2040,33. Don Valley East,23311,61622.12
2040,34. Don Valley East,23774,62846.05
2040,35. Scarborough Southwest,21938,57992.63
2040,36. Scarborough Southwest,23567,62298.85
2040,37. Scarborough Centre,23412,61889.11
2040,38. Scarborough Centre,23881,63128.9
2040,39. Scarborough Agincourt,22857,60421.98
2040,40. Scarborough Agincourt,23054,60942.75
2040,41. Scarborough-Rouge River,26271,69446.82
2040,42. Scarborough-Rouge River,26968,71289.32
2040,43. Scarborough East,21521,56890.3
2040,44. Scarborough East,28087,74247.37
2041,1. Etobicoke North,22477,59417.46
2041,2. Etobicoke North,22857,60421.98
2041,3. Etobicoke Centre,25911,68495.17
2041,4. Etobicoke Centre,28145,74400.7
2041,5. Etobicoke-Lakeshore,31020,82000.7
2041,6. Etobicoke-Lakeshore,25434,67234.23
2041,7. York West,20239,53501.36
2041,8. York West,18314,48412.66
2041,9. York Centre,19042,50337.11
2041,10. York Centre,26131,69076.73
2041,11. York South-Weston,22662,59906.5
2041,12. York South-Weston,20620,54508.52
2041,13. Parkdale-High Park,27741,73332.73
2041,14. Parkdale-High Park,22257,58835.9
2041,15. Eglinton-Lawrence,24164,63877.01
2041,16. Eglinton-Lawrence,37885,100148.17
2041,17. Davenport,21908,57913.32
2041,18. Davenport,20527,54262.68
2041,19. Trinity-Spadina,26590,70290.09
2041,20. Trinity-Spadina,31469,83187.62
2041,21. St. Paul's,28532,75423.72
2041,22. St. Paul's,34823,92053.84
2041,23. Willowdale,32995,87221.57
2041,24. Willowdale,28209,74569.88
2041,25. Don Valley West,43442,114837.98
2041,26. Don Valley West,26709,70604.66
2041,27. Toronto Centre-Rosedale,35775,94570.43
2041,28. Toronto Centre-Rosedale,26764,70750.05
2041,29. Toronto-Danforth,22762,60170.85
2041,30. Toronto-Danforth,25375,67078.26
2041,31. Beaches-East York,22385,59174.26
2041,32. Beaches-East York,28715,75907.48
2041,33. Don Valley East,23564,62290.92
2041,34. Don Valley East,24032,63528.07
2041,35. Scarborough Southwest,22176,58621.77
2041,36. Scarborough Southwest,23823,62975.58
2041,37. Scarborough Centre,23666,62560.56
2041,38. Scarborough Centre,24140,63813.57
2041,39. Scarborough Agincourt,23105,61077.57
2041,40. Scarborough Agincourt,23304,61603.62
2041,41. Scarborough-Rouge River,26556,70200.21
2041,42. Scarborough-Rouge River,27261,72063.86
2041,43. Scarborough East,21755,57508.87
2041,44. Scarborough East,28392,75053.63
2042,1. Etobicoke North,22642,59853.63
2042,2. Etobicoke North,23025,60866.09
2042,3. Etobicoke Centre,26101,68997.43
2042,4. Etobicoke Centre,28352,74947.9
2042,5. Etobicoke-Lakeshore,31248,82603.41
2042,6. Etobicoke-Lakeshore,25621,67728.56
2042,7. York West,20388,53895.23
2042,8. York West,18449,48769.53
2042,9. York Centre,19182,50707.2
2042,10. York Centre,26323,69584.28
2042,11. York South-Weston,22829,60347.97
2042,12. York South-Weston,20772,54910.33
2042,13. Parkdale-High Park,27945,73872
2042,14. Parkdale-High Park,22421,59269.43
2042,15. Eglinton-Lawrence,24341,64344.9
2042,16. Eglinton-Lawrence,38164,100885.7
2042,17. Davenport,22069,58338.92
2042,18. Davenport,20678,54661.84
2042,19. Trinity-Spadina,26786,70808.21
2042,20. Trinity-Spadina,31700,83798.26
2042,21. St. Paul's,28742,75978.85
2042,22. St. Paul's,35079,92730.57
2042,23. Willowdale,33238,87863.93
2042,24. Willowdale,28417,75119.72
2042,25. Don Valley West,43761,115681.25
2042,26. Don Valley West,26906,71125.43
2042,27. Toronto Centre-Rosedale,36038,95265.67
2042,28. Toronto Centre-Rosedale,26961,71270.82
2042,29. Toronto-Danforth,22929,60612.31
2042,30. Toronto-Danforth,25562,67572.59
2042,31. Beaches-East York,22549,59607.79
2042,32. Beaches-East York,28926,76465.25
2042,33. Don Valley East,23737,62748.24
2042,34. Don Valley East,24209,63995.97
2042,35. Scarborough Southwest,22339,59052.66
2042,36. Scarborough Southwest,23999,63440.83
2042,37. Scarborough Centre,23840,63020.52
2042,38. Scarborough Centre,24318,64284.1
2042,39. Scarborough Agincourt,23275,61526.96
2042,40. Scarborough Agincourt,23475,62055.65
2042,41. Scarborough-Rouge River,26752,70718.33
2042,42. Scarborough-Rouge River,27462,72595.2
2042,43. Scarborough East,21915,57931.83
2042,44. Scarborough East,28601,75606.12
2043,1. Etobicoke North,22757,60157.63
2043,2. Etobicoke North,23142,61175.37
2043,3. Etobicoke Centre,26234,69349.01
2043,4. Etobicoke Centre,28495,75325.91
2043,5. Etobicoke-Lakeshore,31407,83023.72
2043,6. Etobicoke-Lakeshore,25751,68072.21
2043,7. York West,20491,54167.51
2043,8. York West,18543,49018.02
2043,9. York Centre,19280,50966.26
2043,10. York Centre,26457,69938.5
2043,11. York South-Weston,22945,60654.61
2043,12. York South-Weston,20877,55187.9
2043,13. Parkdale-High Park,28086,74244.73
2043,14. Parkdale-High Park,22534,59568.14
2043,15. Eglinton-Lawrence,24465,64672.7
2043,16. Eglinton-Lawrence,38357,101395.9
2043,17. Davenport,22181,58634.99
2043,18. Davenport,20783,54939.41
2043,19. Trinity-Spadina,26922,71167.72
2043,20. Trinity-Spadina,31861,84223.86
2043,21. St. Paul's,28887,76362.16
2043,22. St. Paul's,35257,93201.11
2043,23. Willowdale,33406,88308.03
2043,24. Willowdale,28561,75500.38
2043,25. Don Valley West,43983,116268.1
2043,26. Don Valley West,27042,71484.94
2043,27. Toronto Centre-Rosedale,36221,95749.43
2043,28. Toronto Centre-Rosedale,27098,71632.97
2043,29. Toronto-Danforth,23046,60921.6
2043,30. Toronto-Danforth,25692,67916.24
2043,31. Beaches-East York,22664,59911.79
2043,32. Beaches-East York,29073,76853.84
2043,33. Don Valley East,23858,63068.1
2043,34. Don Valley East,24332,64321.11
2043,35. Scarborough Southwest,22452,59351.37
2043,36. Scarborough Southwest,24120,63760.7
2043,37. Scarborough Centre,23961,63340.38
2043,38. Scarborough Centre,24441,64609.25
2043,39. Scarborough Agincourt,23393,61838.89
2043,40. Scarborough Agincourt,23594,62370.23
2043,41. Scarborough-Rouge River,26887,71075.2
2043,42. Scarborough-Rouge River,27601,72962.64
2043,43. Scarborough East,22026,58225.25
2043,44. Scarborough East,28746,75989.43
2044,1. Etobicoke North,22839,60374.4
2044,2. Etobicoke North,23225,61394.78
2044,3. Etobicoke Centre,26328,69597.5
2044,4. Etobicoke Centre,28598,75598.19
2044,5. Etobicoke-Lakeshore,31519,83319.79
2044,6. Etobicoke-Lakeshore,25843,68315.41
2044,7. York West,20565,54363.13
2044,8. York West,18609,49192.49
2044,9. York Centre,19349,51148.66
2044,10. York Centre,26552,70189.63
2044,11. York South-Weston,23027,60871.37
2044,12. York South-Weston,20952,55386.16
2044,13. Parkdale-High Park,28187,74511.72
2044,14. Parkdale-High Park,22615,59782.26
2044,15. Eglinton-Lawrence,24553,64905.32
2044,16. Eglinton-Lawrence,38495,101760.7
2044,17. Davenport,22260,58843.83
2044,18. Davenport,20858,55137.67
2044,19. Trinity-Spadina,27018,71421.5
2044,20. Trinity-Spadina,31975,84525.22
2044,21. St. Paul's,28991,76637.08
2044,22. St. Paul's,35383,93534.19
2044,23. Willowdale,33526,88625.25
2044,24. Willowdale,28663,75770.02
2044,25. Don Valley West,44141,116685.77
2044,26. Don Valley West,27139,71741.36
2044,27. Toronto Centre-Rosedale,36350,96090.43
2044,28. Toronto Centre-Rosedale,27195,71889.39
2044,29. Toronto-Danforth,23128,61138.37
2044,30. Toronto-Danforth,25784,68159.44
2044,31. Beaches-East York,22745,60125.91
2044,32. Beaches-East York,29177,77128.77
2044,33. Don Valley East,23943,63292.8
2044,34. Don Valley East,24419,64551.1
2044,35. Scarborough Southwest,22533,59565.5
2044,36. Scarborough Southwest,24207,63990.68
2044,37. Scarborough Centre,24047,63567.72
2044,38. Scarborough Centre,24528,64839.23
2044,39. Scarborough Agincourt,23477,62060.94
2044,40. Scarborough Agincourt,23679,62594.92
2044,41. Scarborough-Rouge River,26984,71331.62
2044,42. Scarborough-Rouge River,27700,73224.35
2044,43. Scarborough East,22105,58434.09
2044,44. Scarborough East,28849,76261.7
2045,1. Etobicoke North,22899,60533.01
2045,2. Etobicoke North,23286,61556.03
2045,3. Etobicoke Centre,26397,69779.9
2045,4. Etobicoke Centre,28673,75796.45
2045,5. Etobicoke-Lakeshore,31602,83539.2
2045,6. Etobicoke-Lakeshore,25911,68495.17
2045,7. York West,20619,54505.88
2045,8. York West,18658,49322.02
2045,9. York Centre,19399,51280.83
2045,10. York Centre,26622,70374.68
2045,11. York South-Weston,23088,61032.63
2045,12. York South-Weston,21007,55531.55
2045,13. Parkdale-High Park,28261,74707.34
2045,14. Parkdale-High Park,22674,59938.23
2045,15. Eglinton-Lawrence,24617,65074.5
2045,16. Eglinton-Lawrence,38596,102027.69
2045,17. Davenport,22319,58999.79
2045,18. Davenport,20912,55280.42
2045,19. Trinity-Spadina,27089,71609.18
2045,20. Trinity-Spadina,32059,84747.27
2045,21. St. Paul's,29067,76837.98
2045,22. St. Paul's,35476,93780.03
2045,23. Willowdale,33614,88857.88
2045,24. Willowdale,28738,75968.28
2045,25. Don Valley West,44257,116992.42
2045,26. Don Valley West,27210,71929.04
2045,27. Toronto Centre-Rosedale,36446,96344.21
2045,28. Toronto Centre-Rosedale,27267,72079.72
2045,29. Toronto-Danforth,23189,61299.62
2045,30. Toronto-Danforth,25851,68336.56
2045,31. Beaches-East York,22805,60284.52
2045,32. Beaches-East York,29254,77332.31
2045,33. Don Valley East,24006,63459.34
2045,34. Don Valley East,24483,64720.28
2045,35. Scarborough Southwest,22592,59721.46
2045,36. Scarborough Southwest,24270,64157.22
2045,37. Scarborough Centre,24110,63734.26
2045,38. Scarborough Centre,24593,65011.06
2045,39. Scarborough Agincourt,23539,62224.83
2045,40. Scarborough Agincourt,23741,62758.82
2045,41. Scarborough-Rouge River,27055,71519.3
2045,42. Scarborough-Rouge River,27773,73417.32
2045,43. Scarborough East,22163,58587.41
2045,44. Scarborough East,28925,76462.61